LineId,Time,Program,Content,EventId,EventTemplate
6063,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6064,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1321 bytes (1.29 KB) sent, 427 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6065,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1318 bytes (1.28 KB) sent, 426 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6066,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1316 bytes (1.28 KB) sent, 427 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6067,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1315 bytes (1.28 KB) sent, 427 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6068,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 541 bytes sent, 392 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6069,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6070,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6071,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6072,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6073,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6074,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6075,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2254 bytes (2.20 KB) sent, 268 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6076,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2252 bytes (2.19 KB) sent, 268 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6077,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1318 bytes (1.28 KB) sent, 427 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6078,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6079,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6080,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1220 bytes (1.19 KB) sent, 245104 bytes (239 KB) received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6081,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6082,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6083,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6084,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6085,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6086,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2248 bytes (2.19 KB) sent, 420 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6087,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2713 bytes (2.64 KB) sent, 857 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6088,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1402 bytes (1.36 KB) sent, 428 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6089,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4045 bytes (3.95 KB) sent, 1275 bytes (1.24 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6090,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6091,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6092,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6093,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6094,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6095,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4113 bytes (4.01 KB) sent, 1276 bytes (1.24 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6096,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1395 bytes (1.36 KB) sent, 421 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6097,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1388 bytes (1.35 KB) sent, 421 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6098,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 946 bytes sent, 2938 bytes (2.86 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6099,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1391 bytes (1.35 KB) sent, 421 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6100,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6101,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6102,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6103,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6104,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6105,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4066 bytes (3.97 KB) sent, 9239 bytes (9.02 KB) received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6106,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1399 bytes (1.36 KB) sent, 419 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6107,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6108,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6109,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6110,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6111,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6112,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6113,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1393 bytes (1.36 KB) sent, 419 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6114,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6115,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1396 bytes (1.36 KB) sent, 420 bytes received, lifetime <1 sec",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6116,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6117,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1719 bytes (1.67 KB) sent, 472 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6118,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 415 bytes sent, 2173 bytes (2.12 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6119,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 606 bytes sent, 400 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6120,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 673 bytes sent, 3197 bytes (3.12 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6121,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 629 bytes sent, 334 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6122,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6123,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6124,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6125,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6126,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6127,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1728 bytes (1.68 KB) sent, 6322 bytes (6.17 KB) received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6128,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 2893 bytes (2.82 KB) received, lifetime 00:02",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6129,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 1429 bytes (1.39 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6130,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6131,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6132,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6133,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6134,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6135,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6136,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6137,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6138,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6139,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6140,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6141,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 3107 bytes (3.03 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6142,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 2187 bytes (2.13 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6143,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 2105 bytes (2.05 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6144,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 2283 bytes (2.22 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6145,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 3020 bytes (2.94 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6146,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 1963 bytes (1.91 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6147,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1203 bytes (1.17 KB) sent, 68793 bytes (67.1 KB) received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6148,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 596 bytes sent, 7402 bytes (7.22 KB) received, lifetime 00:01",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6149,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6150,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6151,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6152,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6153,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6154,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6155,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6156,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6157,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6158,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6159,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6160,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6161,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6162,10.30 20:42:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6163,10.30 20:42:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 979 bytes sent, 442 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6164,10.30 20:42:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6165,10.30 20:42:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6166,10.30 20:42:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 695 bytes sent, 0 bytes received, lifetime 00:05",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6167,10.30 20:42:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 418 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6168,10.30 20:42:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6169,10.30 20:42:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6170,10.30 20:42:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6171,10.30 20:42:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6172,10.30 20:42:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6173,10.30 20:42:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6174,10.30 20:42:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6175,10.30 20:42:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6176,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6177,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6178,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6179,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6180,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6181,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6182,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6183,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 937 bytes sent, 2962 bytes (2.89 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6184,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6185,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 219 bytes sent, 3603 bytes (3.51 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6186,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 810 bytes sent, 2743 bytes (2.67 KB) received, lifetime <1 sec",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6187,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6188,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6189,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6190,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6191,10.30 20:42:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6192,10.30 20:42:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 555 bytes sent, 400 bytes received, lifetime 00:04",0,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
6193,10.30 20:42:47,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6194,10.30 20:42:47,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6195,10.30 20:42:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1345 bytes (1.31 KB) sent, 472 bytes received, lifetime 00:01",1,"<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
6196,10.30 20:42:48,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2,<*> open through proxy <*> HTTPS
6197,10.30 20:42:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 710 bytes sent, 6596 bytes (6.44 KB) received, lifetime 00:04",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
6198,10.30 20:42:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 710 bytes sent, 6596 bytes (6.44 KB) received, lifetime 00:04",3,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
